mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom
gdb_117,CC#CC=O,43.05987,2.11932,2.04564,3.783,45.67,-0.2642,-0.0592,0.2051,568.7849,0.065532,-229.928448,-229.922366,-229.921422,-229.958956,18.156,-926.0081287,-930.1911037,-934.9325617,-872.518634
gdb_118,CC#CCO,25.23558,2.07322,1.96278,1.2486,46.92,-0.2421,0.0368,0.2789,613.8892,0.089036,-231.111403,-231.104707,-231.103763,-231.142502,20.884,-1040.471418,-1046.046208,-1051.973658,-973.9818193
gdb_119,CCC#CC,20.50649,2.07478,1.95249,0.078,53.93,-0.2401,0.0631,0.3033,652.4812,0.112761,-195.196751,-195.18988,-195.188936,-195.228146,22.115,-1230.361289,-1237.603998,-1244.71744,-1150.942495
gdb_120,CN=COC,27.37372,2.3551,2.22921,2.9091,46.78,-0.2481,0.0251,0.2732,567.546,0.10111,-248.395289,-248.388824,-248.38788,-248.425185,20.343,-1069.665647,-1076.273316,-1082.793762,-995.4275668
gdb_121,CCCC#C,23.52902,2.22059,2.10822,0.7752,51.47,-0.2586,0.0583,0.3169,593.0141,0.112736,-195.186228,-195.179881,-195.178937,-195.215412,22.023,-1223.758012,-1231.329535,-1238.442977,-1142.951795
gdb_122,CCCC#N,23.89209,2.25168,2.1394,4.0641,46.62,-0.3185,0.0365,0.355,569.5065,0.102603,-211.295163,-211.289209,-211.288265,-211.324151,19.863,-1143.511533,-1150.440488,-1156.960934,-1068.959699
gdb_123,CNCC#N,27.0505,2.37302,2.25333,4.1469,43.52,-0.249,0.0208,0.2698,535.2152,0.091346,-227.324775,-227.318937,-227.317993,-227.353619,19.026,-1013.489158,-1019.601724,-1025.529174,-945.2243368
gdb_124,COCC#C,29.26507,2.42505,2.30445,1.3623,45.04,-0.2565,0.0324,0.2889,532.4302,0.088734,-231.092208,-231.086089,-231.085144,-231.121215,20.194,-1028.426383,-1034.363245,-1040.290068,-960.6240352
gdb_125,COCC#N,29.69812,2.46416,2.34273,4.5445,40.22,-0.2859,0.008,0.2939,509.5881,0.078474,-247.198,-247.192237,-247.191293,-247.226866,18.14,-946.2076434,-951.478719,-956.813173,-884.6941912
gdb_126,C#CCCO,26.63096,2.28907,2.16465,1.3892,44.05,-0.2624,0.0549,0.3174,542.7424,0.089329,-231.10631,-231.100171,-231.099227,-231.135302,20.716,-1037.275515,-1043.199827,-1049.127277,-969.4637545
gdb_127,C(CO)C#N,27.12022,2.32375,2.19911,3.7158,39.41,-0.2914,0.0323,0.3237,519.4529,0.079045,-247.21445,-247.20867,-247.207726,-247.243281,18.636,-956.5301665,-961.7905744,-967.1250284,-894.9947514
gdb_128,CCCC=O,20.60318,2.12564,2.08237,2.7552,47.03,-0.2487,-0.0195,0.2292,599.5103,0.112697,-232.36363,-232.357283,-232.356339,-232.39356,20.766,-1198.403511,-1205.974407,-1213.087849,-1117.809392
gdb_129,CCNC=O,12.29542,2.95298,2.69965,3.694,43.88,-0.2499,0.0335,0.2834,490.704,0.102695,-248.436061,-248.429994,-248.429049,-248.466001,19.864,-1095.250444,-1102.107862,-1108.62768,-1021.039974
gdb_130,CCOC=O,18.87188,2.54729,2.47133,4.0425,40.48,-0.2778,0.0091,0.2868,510.9124,0.089832,-268.307873,-268.301991,-268.301047,-268.337439,18.727,-1027.082258,-1033.167213,-1039.094663,-959.3746648
gdb_131,COCC=O,29.05433,2.28555,2.17705,2.7959,40.04,-0.2577,-0.0282,0.2295,546.3932,0.088447,-268.27324,-268.267033,-268.266088,-268.30312,19.186,-1005.349739,-1011.230754,-1017.157576,-937.8391834
gdb_132,C(CO)C=O,22.23659,2.16652,2.13287,1.4229,39.92,-0.2536,-0.0285,0.225,550.4469,0.089449,-268.282665,-268.276602,-268.275658,-268.312338,19.422,-1011.264011,-1017.235387,-1023.162837,-943.6235613
gdb_133,CCCCC,17.04187,1.92713,1.82903,0.0603,56.8,-0.3105,0.0925,0.403,721.0614,0.160138,-197.629416,-197.622321,-197.621376,-197.659721,24.552,-1501.177231,-1511.833588,-1521.318387,-1394.332528
gdb_134,CCCCO,18.74523,1.96959,1.86471,1.3815,49.63,-0.2615,0.0813,0.3428,669.0122,0.136722,-233.549368,-233.542485,-233.54154,-233.579515,23.274,-1314.613157,-1323.624814,-1331.923621,-1220.784247
gdb_135,CCCOC,20.12848,2.11047,2.00594,0.9755,50.27,-0.25,0.0926,0.3426,647.6919,0.136321,-233.542445,-233.535569,-233.534624,-233.572603,22.785,-1310.268912,-1319.284962,-1327.583768,-1216.446904
gdb_136,CCOCC,17.9608,2.23958,2.09578,0.9301,50.62,-0.2483,0.0931,0.3414,631.0818,0.136152,-233.547877,-233.541027,-233.540083,-233.578016,22.881,-1313.677541,-1322.709906,-1331.00934,-1219.843611
gdb_137,COCCO,12.80895,2.7832,2.48922,2.2019,42.99,-0.261,0.0821,0.3431,522.4181,0.113563,-269.465281,-269.45898,-269.458036,-269.494828,21.001,-1125.514575,-1133.113709,-1140.227151,-1044.424097
gdb_138,C(CO)CO,20.79686,2.01268,1.9004,2.7191,42.52,-0.2607,0.0779,0.3386,618.0376,0.113242,-269.468415,-269.461727,-269.460783,-269.498456,22.005,-1127.481188,-1134.837476,-1141.950918,-1046.7007
gdb_139,C#CC1CC1,15.9285,3.34091,3.17008,0.8635,48.65,-0.2425,0.0503,0.2928,429.6736,0.090505,-193.963318,-193.958152,-193.957208,-193.990986,18.785,-1084.2226,-1090.758107,-1096.685557,-1015.836042
gdb_140,C#CC1CN1,17.05252,3.4088,3.26202,1.2763,45.22,-0.2422,0.0322,0.2744,408.3613,0.079399,-210.001565,-209.996559,-209.995615,-210.029132,17.704,-959.6187658,-965.3654932,-970.6999472,-897.546203
gdb_141,C#CC1CO1,18.6968,3.40509,3.26056,1.7013,41.39,-0.265,0.0189,0.2839,397.8388,0.066467,-229.879598,-229.87469,-229.873746,-229.907107,16.924,-895.3543141,-900.2739846,-905.0154426,-839.9829199
gdb_142,C1CC1C#N,15.97776,3.43771,3.25625,4.1966,43.5,-0.2931,0.0289,0.322,407.3682,0.080403,-210.071468,-210.066701,-210.065757,-210.098937,16.544,-1003.483527,-1009.380229,-1014.714683,-941.3494687
gdb_143,N#CC1CN1,17.10357,3.50921,3.35299,2.8377,40.21,-0.2775,0.0076,0.2851,386.5557,0.069125,-226.107205,-226.102575,-226.10163,-226.134578,15.572,-877.3046452,-882.3981357,-887.1389662,-821.4877196
gdb_144,N#CC1CO1,18.70863,3.50788,3.35304,3.6533,36.45,-0.3077,-0.0072,0.3004,376.0875,0.056139,-245.983375,-245.978827,-245.977883,-246.010694,14.866,-811.8711442,-816.1275377,-820.2759997,-762.7578973
gdb_145,C1CC1C=O,16.01056,3.17029,3.01951,3.147,44.1,-0.2486,-0.0157,0.2329,436.2586,0.090683,-231.145151,-231.140101,-231.139157,-231.173071,17.457,-1061.648592,-1068.256261,-1074.183711,-993.1641419
gdb_146,O=CC1CN1,12.11336,4.15999,3.92501,2.03,40.19,-0.2639,-0.0381,0.2258,363.3567,0.079887,-247.184334,-247.179519,-247.178575,-247.211988,16.144,-937.6321054,-943.4980595,-948.8325136,-875.3581123
gdb_147,O=CC1CO1,18.45912,3.25271,3.1231,2.3951,36.8,-0.2636,-0.0418,0.2217,402.0419,0.066465,-267.060326,-267.055484,-267.05454,-267.088115,15.818,-872.0869078,-877.0473665,-881.7888245,-816.6351925
gdb_148,C1CN1C=O,14.7497,3.94953,3.42803,3.2517,40.77,-0.2555,-0.0013,0.2542,383.6013,0.079595,-247.192524,-247.187626,-247.186682,-247.22031,16.197,-942.7714041,-948.585275,-953.919729,-880.5802422
gdb_149,CCC1CC1,11.92252,3.07744,2.77702,0.095,52.9,-0.2723,0.0986,0.3709,514.3053,0.137725,-196.40532,-196.399392,-196.398448,-196.434166,21.364,-1360.897594,-1370.509149,-1378.808583,-1266.508317
gdb_150,CCC1CO1,13.16352,3.25269,2.93666,1.7468,45.95,-0.2623,0.0976,0.3599,471.3094,0.113861,-232.328175,-232.322501,-232.321557,-232.356864,19.579,-1176.155179,-1184.148389,-1191.261831,-1094.782322
gdb_151,CCN1CC1,12.65097,3.37781,3.01126,1.0617,50.07,-0.2299,0.095,0.3249,474.34,0.126034,-212.439286,-212.433577,-212.432633,-212.467838,20.247,-1233.607393,-1242.467192,-1250.173631,-1145.411003
gdb_152,COC1CC1,13.06284,3.49477,3.12333,1.0906,46.29,-0.244,0.0955,0.3395,452.0432,0.113725,-232.3174,-232.311743,-232.310798,-232.345925,19.738,-1169.393769,-1177.397647,-1184.510461,-1087.918001
gdb_153,C1CC1CO,12.75002,3.20516,2.88061,1.3201,46.01,-0.2601,0.079,0.339,468.6229,0.1143,-232.324966,-232.319256,-232.318312,-232.35363,20.059,-1174.141503,-1182.112122,-1189.225564,-1092.752958
gdb_154,OCC1CN1,13.52261,3.29848,2.97514,2.9395,42.64,-0.2436,0.0677,0.3113,445.0397,0.103108,-248.364357,-248.358808,-248.357864,-248.392932,19.038,-1050.255538,-1057.438006,-1063.958452,-975.1885191
gdb_155,OCC1CO1,13.91383,3.41925,3.06432,1.7822,38.7,-0.2641,0.0777,0.3418,424.287,0.090736,-268.248806,-268.243491,-268.242547,-268.277228,18.033,-990.0171842,-996.4579366,-1002.385387,-921.5917204
gdb_156,C1CC=CC1,7.29736,7.21425,3.92627,0.1413,50.34,-0.2335,0.0325,0.2661,375.5096,0.116471,-195.226072,-195.221411,-195.220467,-195.253489,17.052,-1248.76048,-1257.389984,-1264.503426,-1166.845455
gdb_157,C1COC=N1,8.50694,8.12007,4.38248,1.6299,38.7,-0.2479,0.0241,0.272,315.6279,0.081779,-247.215049,-247.210764,-247.20982,-247.242343,14.168,-956.9060444,-963.1045783,-968.4390323,-894.406148
gdb_158,C1C=CCO1,8.03792,7.90647,4.19499,1.5715,43.73,-0.2303,0.0188,0.2491,336.0014,0.092218,-231.142581,-231.138099,-231.137155,-231.169932,15.461,-1060.035893,-1066.999988,-1072.927438,-991.1943911
gdb_159,C1CCCC1,6.46711,6.46539,3.72933,0.001,52,-0.3078,0.0844,0.3922,414.0869,0.140316,-196.432825,-196.427608,-196.426663,-196.462198,18.624,-1378.157229,-1388.214943,-1396.513749,-1284.09865
gdb_160,C1CCOC1,7.13328,6.90764,3.97481,1.465,45.06,-0.2479,0.0825,0.3304,374.1439,0.116649,-232.351764,-232.346824,-232.34588,-232.380488,16.873,-1190.957489,-1199.41129,-1206.524732,-1109.606594
gdb_161,C1COCO1,7.8609,7.51415,4.27374,1.3482,38.2,-0.2572,0.0865,0.3437,333.797,0.092697,-268.273739,-268.269015,-268.268071,-268.302293,15.172,-1005.662866,-1012.474476,-1018.401926,-937.3202334
gdb_162,C1C2CCC12,9.13872,6.09542,4.76786,0.2527,48.92,-0.2519,0.0987,0.3506,350.7167,0.116089,-195.179738,-195.175335,-195.174391,-195.206606,16.868,-1219.685478,-1228.476879,-1235.590321,-1137.425951
gdb_163,C1C2COC12,10.16649,6.4527,5.07931,1.7167,41.77,-0.2337,0.0853,0.319,315.0958,0.091972,-231.093096,-231.088957,-231.088013,-231.119749,15.312,-1028.983611,-1036.162941,-1042.090391,-959.704107
gdb_164,C1CC2OC12,9.60877,6.57366,5.00982,1.8518,41.8,-0.2517,0.0951,0.3468,317.7261,0.091787,-231.102112,-231.097923,-231.096979,-231.128841,15.427,-1034.641232,-1041.789187,-1047.716637,-965.4094188
gdb_165,c1c[nH]nc1,9.66859,9.44683,4.77821,2.2277,39.17,-0.2438,0.0239,0.2677,284.6224,0.071284,-226.144377,-226.140644,-226.1397,-226.170637,13.255,-900.6304097,-906.2867758,-911.0282339,-844.1150667
gdb_166,c1cnn[nH]1,10.07849,9.91557,4.99818,4.2954,35.66,-0.2641,-0.0023,0.2618,266.8979,0.059084,-242.180146,-242.176561,-242.175617,-242.206312,12.248,-774.4716078,-779.331665,-783.480127,-724.2746529
gdb_167,c1[nH]ncn1,10.29348,9.86616,5.03764,2.79,35.01,-0.2705,0.0059,0.2764,264.8693,0.059902,-242.205627,-242.202078,-242.201134,-242.231775,11.923,-790.4611646,-795.3438122,-799.4922742,-740.2529145
gdb_168,c1[nH]cnn1,10.04746,9.93509,4.99548,5.498,35.27,-0.2551,0.0164,0.2715,266.6747,0.059116,-242.196351,-242.192733,-242.191789,-242.222534,12.36,-784.6403911,-789.4797406,-793.6282026,-734.4541039
gdb_169,c1cn[nH]n1,10.3093,9.81117,5.02703,0.0597,35.3,-0.2742,-0.0055,0.2687,265.6333,0.059852,-242.18601,-242.182459,-242.181515,-242.212163,11.936,-778.1513206,-783.0327131,-787.1811751,-727.946208
gdb_170,c1cnoc1,9.8405,9.63861,4.86926,2.8629,35.74,-0.2677,-0.0138,0.2538,272.9362,0.058014,-245.994065,-245.9905,-245.989556,-246.020256,12.232,-818.5792154,-823.4524503,-827.6009123,-768.7581384
gdb_171,c1conn1,10.42602,9.84405,5.06334,3.4411,32.49,-0.2862,-0.044,0.2422,256.5774,0.045382,-262.035127,-262.031571,-262.030627,-262.061292,11.821,-695.7418186,-699.7315208,-703.2869868,-652.2818003
gdb_172,c1ncon1,10.39572,10.14933,5.13552,1.126,31.56,-0.3054,-0.0335,0.2719,253.56,0.046608,-262.056533,-262.053124,-262.05218,-262.082625,11.003,-709.1742763,-713.2562223,-716.8116883,-665.6684498
gdb_173,c1nnco1,10.38235,10.24473,5.15654,3.1035,31.41,-0.2889,-0.0178,0.2711,252.7276,0.046502,-262.065493,-262.06207,-262.061126,-262.091582,11.122,-714.7967569,-718.8699178,-722.4253838,-671.2890479
gdb_174,c1nnno1,10.78306,10.41182,5.2971,2.8915,28.58,-0.331,-0.0643,0.2667,239.8863,0.033398,-278.075775,-278.072348,-278.071404,-278.101859,10.82,-572.6446331,-575.8261037,-578.7885737,-535.5111605
gdb_175,c1cnon1,10.52537,9.76061,5.06429,3.2148,32.29,-0.3213,-0.0515,0.2698,256.8034,0.045873,-262.017735,-262.014288,-262.013344,-262.043855,11.319,-684.8281821,-688.8862828,-692.4417488,-641.3399259
gdb_176,c1nnon1,10.97997,10.24035,5.29863,1.9641,28.86,-0.3379,-0.0815,0.2563,240.038,0.033459,-278.059333,-278.055942,-278.054997,-278.0854,10.694,-562.3271301,-565.5311911,-568.4930336,-525.1829899
gdb_177,n1nnon1,11.4029,10.6093,5.4959,0.6581,25.66,-0.3671,-0.1073,0.2598,226.0123,0.020349,-294.081616,-294.078226,-294.077281,-294.10766,10.401,-427.7057418,-430.02125,-432.3900965,-396.9245429
gdb_178,CC(=NO)C#C,8.35402,2.38993,1.87981,0.6411,54.16,-0.2383,-0.0315,0.2068,618.9851,0.081951,-285.217962,-285.211126,-285.210182,-285.248449,23.675,-1054.885927,-1060.372866,-1066.299688,-985.2625486
gdb_179,CC(=NO)CO,5.71908,2.66918,1.86162,1.9975,49.13,-0.2502,0.0066,0.2567,639.6693,0.105605,-323.58568,-323.578268,-323.577324,-323.617025,25.106,-1148.613809,-1155.51578,-1162.628595,-1065.901848
gdb_180,CCC(=NO)C,6.7828,2.18539,1.85356,0.6759,56.46,-0.239,0.0173,0.2562,699.8479,0.129195,-287.662612,-287.654946,-287.654001,-287.694375,26.442,-1333.222564,-1341.742881,-1350.04106,-1237.657964
gdb_181,C1CC(=NO)C1,9.1832,2.53155,2.06117,0.8763,53.48,-0.2405,0.0074,0.2479,599.0421,0.107557,-286.438084,-286.4319,-286.430956,-286.468514,21.872,-1192.671843,-1200.345023,-1207.457838,-1109.641735
gdb_182,C1C(=NO)CN1,9.72664,2.54748,2.08411,1.2383,49.95,-0.23,0.0026,0.2326,576.9778,0.096619,-302.472397,-302.466506,-302.465561,-302.501719,20.934,-1065.599388,-1072.567248,-1079.086439,-988.2513739
gdb_183,C1C(=NO)CO1,10.19354,2.53906,2.08688,1.1556,46.34,-0.2498,-0.0046,0.2452,562.026,0.084017,-322.351046,-322.345309,-322.344365,-322.380266,19.932,-1001.721482,-1007.897426,-1013.824248,-931.047026
gdb_184,C(F)(F)(F)F,5.71326,5.71279,5.71267,0.0003,15.93,-0.4286,0.1935,0.6221,279.3208,0.017147,-437.484875,-437.480956,-437.480011,-437.512059,12.639,-478.9042011,-480.8883846,-483.2572311,-449.6516141
gdb_185,N=C1NC=CO1,9.03286,3.98056,2.76298,3.2823,44.74,-0.1947,0.0288,0.2235,443.1895,0.074595,-301.367422,-301.362374,-301.36143,-301.395667,18.338,-1000.069251,-1005.788995,-1011.122822,-935.4163711
gdb_186,N=C1OC=CO1,9.19863,4.12641,2.84857,3.6351,40.77,-0.2262,0.0118,0.238,424.2581,0.062567,-321.236907,-321.232405,-321.231461,-321.264644,16.38,-930.4408523,-935.614664,-940.3554945,-872.2067621
gdb_187,c1c[nH]c(=O)[nH]1,9.01341,3.89637,2.72039,3.6997,43.39,-0.1951,0.0406,0.2357,444.2644,0.075511,-301.405558,-301.400597,-301.399653,-301.433583,18.314,-1023.999934,-1029.774272,-1035.108098,-959.2090024
gdb_188,c1coc(=O)[nH]1,9.20111,4.03528,2.80507,4.6537,39.72,-0.2215,0.0207,0.2422,425.4583,0.063077,-321.276274,-321.271636,-321.270692,-321.3041,16.761,-955.1439991,-960.2324696,-964.9733001,-896.9657572
gdb_189,c1coc(=O)o1,9.39188,4.18355,2.8943,4.4195,36.02,-0.253,0.0027,0.2556,406.9334,0.050756,-341.145624,-341.141349,-341.140405,-341.173218,15.099,-885.4308867,-889.8585902,-894.0064247,-833.8446269
gdb_190,Cc1ccc[nH]1,8.61149,3.43237,2.49228,1.9162,55.77,-0.1934,0.0496,0.243,523.1127,0.109918,-249.397368,-249.391707,-249.390763,-249.42627,20.832,-1303.79804,-1311.800034,-1318.912849,-1220.065121
gdb_191,Cc1ccco1,8.84271,3.54533,2.57115,0.5222,51.86,-0.2124,0.0239,0.2363,501.9826,0.097415,-269.267574,-269.262222,-269.261277,-269.2962,19.38,-1234.622075,-1241.929417,-1248.448608,-1157.453528
gdb_192,Cc1cnco1,9.35773,3.58145,2.6326,2.0636,47.63,-0.2364,0.0066,0.243,481.0455,0.086244,-285.328258,-285.323118,-285.322174,-285.356714,18.024,-1124.09766,-1130.648854,-1136.575676,-1053.19981
gdb_193,Cc1ncco1,9.16324,3.7188,2.68951,1.3368,47.52,-0.2371,0.0082,0.2453,474.9666,0.086046,-285.330157,-285.32495,-285.324006,-285.358812,18.156,-1125.289299,-1131.79845,-1137.725273,-1054.516324
gdb_194,c1cc([nH]c1)N,8.80085,3.53327,2.54719,1.5102,51.62,-0.185,0.0556,0.2406,495.5949,0.099063,-265.441614,-265.436072,-265.435128,-265.470365,20.507,-1182.958631,-1190.14612,-1196.665938,-1105.508333
gdb_195,c1cc(oc1)N,9.03471,3.7,2.63327,1.5774,48.3,-0.1844,0.0397,0.2241,472.7151,0.086472,-285.313612,-285.308395,-285.307451,-285.341898,19.374,-1114.907163,-1121.410039,-1127.336861,-1043.902637
gdb_196,c1c(ocn1)N,9.58198,3.73874,2.69846,2.9659,44.3,-0.2049,0.0202,0.2251,451.8468,0.075243,-301.373496,-301.368495,-301.36755,-301.401649,18,-1003.880741,-1009.629978,-1014.963177,-939.17013
gdb_197,c1coc(n1)N,9.35884,3.9125,2.76625,1.8589,43.86,-0.2088,0.0284,0.2373,444.8744,0.075481,-301.381127,-301.376265,-301.375321,-301.409022,17.958,-1008.669262,-1014.505723,-1019.839549,-943.7967538
gdb_198,c1cc([nH]c1)O,8.91138,3.62931,2.57898,0.9982,47.38,-0.1814,0.0635,0.2449,474.5019,0.0864,-285.320198,-285.314886,-285.313942,-285.348469,19.901,-1119.039937,-1125.4832,-1131.410022,-1048.025999
gdb_199,c1c([nH]cn1)O,9.43187,3.67479,2.64447,2.938,43.45,-0.2022,0.0448,0.247,453.0651,0.075256,-301.377995,-301.372972,-301.372028,-301.40609,18.316,-1006.703904,-1012.439336,-1017.773162,-941.9568974
gdb_200,c1cnc([nH]1)O,9.27499,3.84435,2.71784,2.18,43.23,-0.2051,0.0505,0.2555,445.8144,0.075677,-301.389192,-301.38437,-301.383426,-301.417032,18.016,-1013.730122,-1019.591683,-1024.92551,-948.8231009
gdb_201,Cc1cc[nH]c1,8.67353,3.34371,2.44992,1.6978,55.32,-0.1982,0.0533,0.2515,528.9258,0.109903,-249.395323,-249.38964,-249.388696,-249.424242,20.948,-1302.514784,-1310.502973,-1317.615788,-1218.792533
gdb_202,Cc1c[nH]cn1,9.00788,3.50963,2.56569,3.3147,51.32,-0.2157,0.0376,0.2533,500.6403,0.098598,-265.457424,-265.451994,-265.45105,-265.486153,19.536,-1192.879549,-1200.137318,-1206.657136,-1115.415445
gdb_203,Cc1ccoc1,8.94272,3.37005,2.48533,0.8398,51.11,-0.2183,0.025,0.2434,512.5694,0.097541,-269.263476,-269.25813,-269.257186,-269.292093,19.399,-1232.050543,-1239.36165,-1245.881469,-1154.876349
gdb_204,Cc1cocn1,9.29377,3.53254,2.60086,1.3204,47.12,-0.2395,0.0074,0.2468,485.0096,0.086195,-285.326726,-285.321574,-285.32063,-285.355221,18.123,-1123.136316,-1129.67998,-1135.606802,-1052.26294
gdb_205,c1c[nH]cc1N,8.86789,3.46013,2.49766,1.8044,51.67,-0.1741,0.0558,0.2299,500.1351,0.098959,-265.43852,-265.432959,-265.432015,-265.467025,20.983,-1181.017119,-1188.192684,-1194.712503,-1103.412453
gdb_206,c1c(nc[nH]1)N,9.23894,3.65185,2.62644,3.0074,47.82,-0.1849,0.0391,0.2241,471.183,0.087869,-281.504579,-281.499371,-281.498427,-281.532762,19.414,-1073.865564,-1080.37346,-1086.300283,-1002.436215
gdb_207,c1cocc1N,9.15078,3.49098,2.53565,1.7218,47.62,-0.1947,0.029,0.2237,483.7409,0.086736,-285.306999,-285.301863,-285.300919,-285.33518,19.259,-1110.757446,-1117.31115,-1123.237972,-1039.687032
gdb_208,c1c(nco1)N,9.54923,3.68153,2.66498,1.6737,43.75,-0.2057,0.0107,0.2164,455.3577,0.075457,-301.373831,-301.368911,-301.367967,-301.401842,17.986,-1004.090956,-1009.891022,-1015.224848,-939.2912392
gdb_209,c1c[nH]cc1O,8.97547,3.51643,2.52657,1.6811,47.51,-0.1864,0.05,0.2364,480.4033,0.086407,-285.316421,-285.311084,-285.31014,-285.344731,19.995,-1116.669836,-1123.09741,-1129.024233,-1045.68037
gdb_210,c1c(nc[nH]1)O,9.37443,3.72661,2.66657,2.8207,43.71,-0.2006,0.0315,0.2321,450.9127,0.075668,-301.385442,-301.380615,-301.379671,-301.413294,18.065,-1011.376963,-1017.235387,-1022.569214,-946.4774723
gdb_211,c1c(nco1)O,9.6847,3.7549,2.70582,0.4508,39.79,-0.2242,0.001,0.2252,435.5044,0.063161,-321.252793,-321.24821,-321.247265,-321.280543,16.639,-940.4094603,-945.5324437,-950.2726467,-882.1835277
gdb_212,Cn1cccc1,8.71953,3.56689,2.57362,2.0318,55.54,-0.2006,0.0463,0.2469,510.1975,0.110002,-249.387499,-249.381908,-249.380963,-249.416542,20.193,-1297.605153,-1305.651074,-1312.763261,-1213.960714
gdb_213,Cn1ccnc1,9.19623,3.61466,2.63799,3.9054,51.11,-0.2216,0.0324,0.2541,488.8221,0.098859,-265.44727,-265.441887,-265.440943,-265.476219,18.783,-1186.507822,-1193.795084,-1200.314903,-1109.181771
gdb_214,c1ccccc1,5.71227,5.71175,2.85601,0,57.28,-0.2475,0.0029,0.2503,456.6788,0.100175,-232.164586,-232.160188,-232.159244,-232.192047,17.214,-1306.672031,-1314.578644,-1321.098463,-1229.02846
gdb_215,c1ccncc1,6.06065,5.83683,2.97332,2.1103,53.03,-0.2518,-0.0225,0.2293,432.2254,0.088683,-248.211932,-248.207665,-248.206721,-248.239325,16.093,-1187.777901,-1194.877537,-1200.80436,-1116.469033
gdb_216,c1cnccn1,6.4337,5.94958,3.09109,0,49.2,-0.2493,-0.0511,0.1982,408.933,0.07674,-264.255612,-264.251446,-264.250502,-264.282954,15.146,-1066.583322,-1072.857157,-1078.190984,-1001.619826
gdb_217,c1cncnc1,6.30165,6.09672,3.09875,2.2031,48.47,-0.2531,-0.0415,0.2116,408.2875,0.076933,-264.261826,-264.257646,-264.256702,-264.289179,15.138,-1070.482663,-1076.747713,-1082.08154,-1005.526069
gdb_218,c1ncncn1,6.4674,6.46702,3.2336,0.0001,43.74,-0.2768,-0.0554,0.2214,384.8085,0.065246,-280.31408,-280.30997,-280.309026,-280.341405,14.209,-954.6683473,-960.0881425,-964.828973,-896.0715568
gdb_219,CC(C)(C)C#C,4.51049,2.68409,2.68378,0.6082,62.05,-0.2585,0.0629,0.3214,624.7654,0.140054,-234.476516,-234.468849,-234.467905,-234.506959,28.513,-1501.725673,-1511.135171,-1520.026973,-1399.211411
gdb_220,CC(C)(C)C#N,4.48834,2.74542,2.74525,3.9525,56.9,-0.3156,0.0438,0.3594,602.0353,0.129886,-250.585843,-250.578524,-250.57758,-250.616127,26.404,-1421.725178,-1430.463869,-1438.762675,-1325.488516
gdb_221,CC(C)(C#N)N,4.64233,2.79473,2.74828,2.8519,53.67,-0.2675,0.0349,0.3024,580.9124,0.119019,-266.630629,-266.623452,-266.622508,-266.660779,25.93,-1301.224625,-1309.163242,-1316.869052,-1211.28125
gdb_222,CC(C)(C#C)O,4.76694,2.76751,2.71134,1.7721,54.93,-0.2589,0.0425,0.3014,587.1297,0.116168,-270.399081,-270.391629,-270.390685,-270.429359,27.393,-1316.801281,-1324.56796,-1332.273771,-1227.298417
gdb_223,CC(C)(C#N)O,4.7465,2.83377,2.77452,4.8465,49.98,-0.2931,0.0216,0.3148,564.648,0.105718,-286.506282,-286.499096,-286.498152,-286.5365,25.46,-1235.466702,-1242.511118,-1249.623933,-1152.303562
gdb_224,CC(C)(C)C=O,4.42313,2.76203,2.72257,2.5692,56.92,-0.247,-0.0179,0.2291,611.1634,0.139975,-271.656372,-271.648691,-271.647747,-271.687368,27.295,-1477.911079,-1487.311164,-1496.202967,-1375.487805
gdb_225,CC(C)(C=O)O,4.6175,2.83829,2.80928,2.8176,49.7,-0.2523,-0.0258,0.2265,570.0556,0.115843,-307.582044,-307.57441,-307.573465,-307.613529,26.432,-1294.936358,-1302.588202,-1310.293385,-1205.934874
gdb_226,CC(C)(C)CO,4.38057,2.60111,2.59415,1.3469,59.72,-0.2638,0.0725,0.3363,650.4504,0.163869,-272.841336,-272.83319,-272.832246,-272.872437,29.797,-1593.635034,-1604.520433,-1614.598227,-1477.906687
